transaction_id,customer_id,first_name,last_name,gender,home_city,home_country,transaction_city,transaction_country,login_city,login_country,timestamp,transaction_type,amount,currency,merchant,category,description,is_by_check,account_number,swift_bic,receiveraccount,receiverswift,balanceafter,avgdailybalance,legitimate,fraudreason,is_fraud,added_at
TXN002912,CUST0089,Erin,Cooper,Female,New Michael,GN,Hallport,JM,Port Phillip,LR,2024-05-10 08:28:00,Debit,1892.28,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,219335000000.0,qgcwXENL,,,12866.16,11958.55,1,,0,2025-12-04T14:55:07.833306
TXN002913,CUST0190,Daniel,Hoffman,Male,Michaelmouth,LV,Lake Sherri,CY,Michaelmouth,IQ,2024-05-10 12:33:00,Credit,1531.91,USD,Uber,Transport,Credit Online at Uber,0,837370000000.0,llTFwSxR,98592673601.0,jWrPBAWx,3871.57,2955.78,1,,0,2025-12-04T14:55:07.833306
TXN002914,CUST0116,Matthew,Jackson,Male,West Claudiaborough,HU,West Katherineview,AM,Thompsonmouth,EG,2024-05-10 16:38:00,Debit,444.77,USD,Amazon,E-commerce,Debit Online at Amazon,0,646368000000.0,EyDjyLlY,,,16531.53,17413.06,1,,0,2025-12-04T14:55:07.833306
TXN002915,CUST0181,Pamela,Durham,Female,Tammyside,NO,Thompsonborough,LI,East Julie,HR,2024-05-10 20:43:00,Credit,472.91,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,673476000000.0,epnSFADv,61273908022.0,eQEXuNIk,8742.26,8126.5,0,Suspicious login location,0,2025-12-04T14:55:07.833306
TXN002916,CUST0173,Jennifer,Griffin,Female,Ronaldville,SE,Carolynside,KZ,Ronaldville,TL,2024-05-11 00:48:00,Debit,2126.09,USD,Uber,Transport,Debit Online at Uber,1,312819000000.0,ZjhcOkqs,,,10707.2,10049.44,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002917,CUST0080,Dana,Crane,Female,Elijahmouth,LU,Dunnchester,ME,Bryantburgh,FR,2024-05-11 04:53:00,Debit,763.3,USD,Walmart,Retail,Debit Online at Walmart,1,998148000000.0,TLboXDeK,,,7671.96,6675.94,0,Login from multiple countries within 24h,0,2025-12-04T14:55:07.833306
TXN002918,CUST0042,Joseph,Richardson,Male,South Patriciaton,BG,Wisestad,SC,South Patriciaton,BG,2024-05-11 08:58:00,Debit,2418.27,USD,Amazon,E-commerce,Debit Online at Amazon,1,442745000000.0,dgonOOcT,,,8171.06,8598.05,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002919,CUST0125,Austin,Mcclure,Male,Jacksonfurt,TZ,Lorifort,KR,West Samantha,TZ,2024-05-11 13:03:00,Credit,3972.37,USD,Starbucks,Food,Credit Online at Starbucks,0,200954000000.0,RWpWRHLU,63107221248.0,zdbEAGMh,4046.72,3594.9,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002920,CUST0179,Michael,Mullins,Male,South John,MH,Lake Jeanne,SO,South John,JM,2024-05-11 17:08:00,Credit,2806.7,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,1,262348000000.0,xsZcecOU,34438073715.0,YYcTlNIu,2311.01,1511.58,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002921,CUST0172,Michael,Michael,Male,Port Beverly,GA,North Erika,SL,New Keithton,GA,2024-05-11 21:13:00,Credit,2200.55,USD,Chase,Banking,Credit Online at Chase,0,710929000000.0,izBtrqPB,78299908023.0,dSGxRKEO,13380.13,13859.42,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002922,CUST0040,Amanda,Ward,Female,Port Crystal,SR,West Christian,,Port Crystal,CM,2024-05-12 01:18:00,Debit,2803.09,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,191442000000.0,oaAVAMEW,,,5904.6,6094.33,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002923,CUST0153,Ashley,Phillips,Female,Lake Amanda,CZ,Lake Jose,CI,West Casey,CZ,2024-05-12 05:23:00,Debit,2366.01,USD,Hilton,Hotel,Debit Online at Hilton,1,434995000000.0,GgUrMxsR,,,18088.23,18427.05,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002924,CUST0080,John,Alvarez,Male,Deniseberg,PA,Port Charles,FR,New Kylefurt,AF,2024-05-12 09:28:00,Credit,2588.3,USD,Walmart,Retail,Credit Online at Walmart,0,466682000000.0,YyWWPYJQ,30629986111.0,EbkohiYc,14786.07,14255.59,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002925,CUST0171,Ashley,Curry,Female,Danieltown,DM,Sotomouth,AZ,Danieltown,HU,2024-05-12 13:34:00,Credit,3208.55,USD,Uber,Transport,Credit Online at Uber,0,641611000000.0,EsCusXNJ,20667032053.0,GkNEJWGc,11303.26,10717.97,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002926,CUST0152,Misty,Martinez,Female,Jeffreymouth,KR,West Jeremy,AU,Jeffreymouth,GQ,2024-05-12 17:39:00,Credit,2773.47,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,464793000000.0,YPJbOALb,24217219026.0,aoHNfvhv,3320.92,2609.88,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002927,CUST0125,Adam,Howe,Male,Ericashire,GH,Lake Jilliantown,GH,East William,GH,2024-05-12 21:44:00,Debit,2607.05,USD,Hilton,Hotel,Debit Online at Hilton,1,548997000000.0,NBuYMInR,,,18300.11,17627.2,1,,0,2025-12-04T14:55:07.833306
TXN002928,CUST0136,Jennifer,Greer,Female,Banksborough,CU,West Joemouth,GA,Banksborough,CU,2024-05-13 01:49:00,Credit,2846.64,USD,Amazon,E-commerce,Credit Online at Amazon,0,440059000000.0,uyrffDVL,70572048585.0,aAPHedxQ,19707.26,19547.76,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002929,CUST0065,Steven,Schultz,Male,Ronnieview,SA,Lake Nicholas,ER,Ronnieview,SA,2024-05-13 05:54:00,Debit,3994.91,USD,Apple,Electronics,Debit Online at Apple,1,835051000000.0,MgYdQyMO,,,16868.76,17823.31,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002930,CUST0119,Thomas,Davis,Male,West Stevenville,GN,Lake Mariahhaven,KG,West Kimberlyfort,DE,2024-05-13 09:59:00,Debit,555.49,USD,Starbucks,Food,Debit Online at Starbucks,1,832191000000.0,sDYuvcmZ,,,17987.24,17031.44,1,,0,2025-12-04T14:55:07.833306
TXN002931,CUST0085,Jose,Figueroa,Male,Johnsonmouth,SA,South Michelle,MA,Kathryntown,SA,2024-05-13 14:04:00,Debit,3189.2,USD,Apple,Electronics,Debit Online at Apple,0,195236000000.0,bJjsUgqt,,,13536.35,14425.16,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002932,CUST0014,Danny,Lewis,Male,North Amandaville,MU,Jenkinschester,DK,North Amandaville,MU,2024-05-13 18:09:00,Debit,4093.44,USD,Amazon,E-commerce,Debit Online at Amazon,1,557691000000.0,QlDeWoiK,,,17965.79,18900.08,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002933,CUST0012,Kevin,Andersen,Male,Bakerville,ZM,West Judyborough,NL,Bakerville,SA,2024-05-13 22:14:00,Debit,3385.71,USD,Shell,Fuel,Debit Online at Shell,1,380188000000.0,WKRhouVV,,,13129.31,13364.98,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002934,CUST0043,Maria,Smith,Female,South Andre,GD,Christopherville,TV,Sandovalhaven,GD,2024-05-14 02:19:00,Credit,1014.24,USD,Uber,Transport,Credit Online at Uber,1,372509000000.0,uWElZsCA,29592593085.0,ApEmgcrx,5634.2,4968.03,1,,0,2025-12-04T14:55:07.833306
TXN002935,CUST0081,Stephanie,Conrad,Female,Wagnerburgh,TM,Benjaminside,VA,South Julie,TM,2024-05-14 06:24:00,Credit,1588.9,USD,Apple,Electronics,Credit Online at Apple,0,163504000000.0,GtXlEJft,72403579826.0,YGGSzfMc,13977.68,13287.94,1,,0,2025-12-04T14:55:07.833306
TXN002936,CUST0190,Laura,Moody,Female,West Timothyfurt,AE,South Danielfort,DZ,West Timothyfurt,JO,2024-05-14 10:29:00,Credit,3346.39,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,250345000000.0,xIqBXuPJ,88728576633.0,SMrRSHgc,7957.48,8155.34,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002937,CUST0030,Benjamin,Kelly,Male,Gomezberg,CU,Rebeccaborough,CY,Gomezberg,BN,2024-05-14 14:34:00,Debit,3081.64,USD,Chase,Banking,Debit Online at Chase,1,951588000000.0,itfEURtT,,,3636.17,3169.56,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002938,CUST0151,Kevin,Allison,Male,Port Blakehaven,MG,Christopherland,GT,Port Blakehaven,QA,2024-05-14 18:39:00,Credit,392.86,USD,Chase,Banking,Credit Online at Chase,0,856636000000.0,fUDpaTVH,44230681933.0,uHGelMDJ,6082.23,5988.82,0,Suspicious login location,0,2025-12-04T14:55:07.833306
TXN002939,CUST0046,Robert,Chapman,Male,Lake Erika,SV,East Christopher,KI,East Lauren,MW,2024-05-14 22:44:00,Debit,3756.22,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,705199000000.0,jTVInmFg,,,19353.37,18975.73,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002940,CUST0141,Christopher,Dominguez,Male,Port Isaactown,BR,Hartmanmouth,US,Ashleyfort,BR,2024-05-15 02:49:00,Debit,1231.44,USD,Walmart,Retail,Debit Online at Walmart,0,720413000000.0,SUaMVfbu,,,5997.98,6388.18,1,,0,2025-12-04T14:55:07.833306
TXN002941,CUST0119,Anthony,Kirby,Male,Greenebury,MX,Jenkinsmouth,DJ,Greenebury,SO,2024-05-15 06:54:00,Credit,3528.18,USD,Walmart,Retail,Credit Online at Walmart,1,734613000000.0,ckSdSwqY,54365188487.0,obehyhXw,12523.86,12160.99,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002942,CUST0024,Duane,Sanders,Male,North Elizabeth,AD,Garciachester,BZ,Shannonborough,AD,2024-05-15 10:59:00,Credit,148.67,USD,Starbucks,Food,Credit Online at Starbucks,1,736861000000.0,LSRabqpZ,72859986758.0,EIfFLiDI,5314.9,4367.31,1,,0,2025-12-04T14:55:07.833306
TXN002943,CUST0088,Zachary,Baker,Male,South Tracyside,RU,Wilsonberg,SV,South Tracyside,GM,2024-05-15 15:04:00,Credit,1178.95,USD,Uber,Transport,Credit Online at Uber,1,174321000000.0,sbmFJESC,49003522978.0,biZfwHLt,6140.52,6528.69,1,,0,2025-12-04T14:55:07.833306
TXN002944,CUST0183,Adam,Cruz,Male,South Kevin,BJ,Williamsbury,DZ,South Kevin,TJ,2024-05-15 19:09:00,Debit,1570.53,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,850095000000.0,LiikXYJH,,,6757.63,7096.74,1,,0,2025-12-04T14:55:07.833306
TXN002945,CUST0106,Karen,Rowe,Female,Ortizton,TM,Harriston,TZ,Ortizton,TM,2024-05-15 23:14:00,Credit,2437.88,USD,Hilton,Hotel,Credit Online at Hilton,0,736184000000.0,LaksuBbM,97028361893.0,uBiyAxQU,15759.68,15365.61,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002946,CUST0042,Hannah,Parker,Female,North Kathleen,FM,Valdezfort,SV,North Kathleen,FM,2024-05-16 03:19:00,Credit,3449.87,USD,Hilton,Hotel,Credit Online at Hilton,1,627141000000.0,hUvqvgGx,50339166405.0,lYFXGMTn,18832.87,18240.13,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002947,CUST0027,Eric,York,Male,Toddville,AT,Masonview,CA,Toddville,GM,2024-05-16 07:24:00,Debit,2690.78,USD,Amazon,E-commerce,Debit Online at Amazon,0,684707000000.0,CGhISnCd,,,9425.68,9779.27,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002948,CUST0187,Debra,Stephenson,Female,New Chelsea,DJ,Port Amanda,KW,Jonshire,DJ,2024-05-16 11:29:00,Debit,18.62,USD,Starbucks,Food,Debit Online at Starbucks,1,570644000000.0,XCUYuYWi,,,19151.65,19234.53,1,,0,2025-12-04T14:55:07.833306
TXN002949,CUST0152,Kyle,Moyer,Male,New Kristen,KP,New David,PH,New Kristen,KP,2024-05-16 15:34:00,Debit,2776.13,USD,Apple,Electronics,Debit Online at Apple,0,175850000000.0,bWSsSpLa,,,2292.18,1787.62,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002950,CUST0084,Renee,Johnson,Female,South Melissahaven,SV,North Jennifertown,DZ,Holdenton,SV,2024-05-16 19:39:00,Credit,3776.03,USD,Uber,Transport,Credit Online at Uber,0,705947000000.0,IMmmrZeT,63789905380.0,vSzTISIa,8425.17,7881.43,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002951,CUST0021,Robin,Roberts,Female,North Adam,TH,Williamsburgh,KR,Lake Brianview,TH,2024-05-16 23:45:00,Credit,301.81,USD,Hilton,Hotel,Credit Online at Hilton,0,982363000000.0,ZygcKTwE,80764422165.0,djPzrzWM,10009.18,9067.15,0,Transaction at unusual hour,0,2025-12-04T14:55:07.833306
TXN002952,CUST0064,Crystal,Dalton,Female,Reneefurt,MR,Thomasbury,TW,Reneefurt,MR,2024-05-17 03:50:00,Debit,3641.14,USD,Chase,Banking,Debit Online at Chase,0,369209000000.0,lsYmcmhI,,,1452.88,1369.99,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002953,CUST0168,Michelle,King,Female,Lake Kevinhaven,HU,Erikbury,FR,Robertsview,MG,2024-05-17 07:55:00,Credit,2039.33,USD,Hilton,Hotel,Credit Online at Hilton,0,140475000000.0,vzvqWOGc,12326229811.0,cmTrxnDt,16094.79,16498.16,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002954,CUST0177,Julie,Washington,Female,Coreyside,BI,South Ashley,VE,Coreyside,LT,2024-05-17 12:00:00,Debit,2269.45,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,826347000000.0,ExmEguTv,,,8912.45,8942.92,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002955,CUST0112,April,Chan,Female,East Bruce,AF,Wardfurt,RO,East Bruce,GW,2024-05-17 16:05:00,Credit,4510.9,USD,Amazon,E-commerce,Credit Online at Amazon,1,231031000000.0,hXzxcfpj,28223327810.0,iANUtOYd,10583.58,11201.93,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002956,CUST0181,Corey,Sanders,Male,New Kim,GE,Robertville,JO,Simpsonport,SC,2024-05-17 20:10:00,Debit,627.14,USD,Walmart,Retail,Debit Online at Walmart,0,599559000000.0,psDTYEBi,,,10813.5,11459.6,1,,0,2025-12-04T14:55:07.833306
TXN002957,CUST0012,Sally,Moran,Female,East Ryan,PW,Amandafort,VE,East Ryan,UY,2024-05-18 00:15:00,Debit,4234.16,USD,Shell,Fuel,Debit Online at Shell,0,678699000000.0,DNHoYhMd,,,16302.25,17040.95,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002958,CUST0096,Thomas,Osborn,Male,Port Xavier,AR,Lake Richardview,DJ,Lake Kimberlyview,AR,2024-05-18 04:20:00,Debit,4034.29,USD,Amazon,E-commerce,Debit Online at Amazon,1,982280000000.0,CTlfjBDN,,,8526.52,9358.85,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002959,CUST0137,Elizabeth,Robinson,Female,Jenkinsburgh,ID,Debbieberg,TN,Jenkinsburgh,PE,2024-05-18 08:25:00,Debit,1339.92,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,841161000000.0,QmvSQZJD,,,13430.24,13572.59,0,Transaction from blacklisted merchant,0,2025-12-04T14:55:07.833306
TXN002960,CUST0024,Michele,Spencer,Female,Tammyborough,DE,Cherylville,LK,Tammyborough,GT,2024-05-18 12:30:00,Credit,3676.83,USD,Amazon,E-commerce,Credit Online at Amazon,1,195101000000.0,sBxAUrNn,73250948025.0,jyjKQvkJ,2949.26,2568.08,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002961,CUST0131,Thomas,Jacobs,Male,Jillfurt,BW,Samanthastad,ST,West Sue,BW,2024-05-18 16:35:00,Debit,4039.56,USD,Apple,Electronics,Debit Online at Apple,0,544873000000.0,QIDruFJk,,,10604.11,10346.43,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002962,CUST0059,Theresa,Manning,Female,Karenchester,IN,Murrayport,NZ,Karenchester,IN,2024-05-18 20:40:00,Credit,4075.12,USD,Chase,Banking,Credit Online at Chase,0,635464000000.0,yfQlmGjO,91570408753.0,UBZltPPs,17514.54,17248.76,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002963,CUST0097,Vincent,Williams,Male,Michaelberg,SL,Lake Shawn,TO,Michaelberg,GE,2024-05-19 00:45:00,Credit,3539.75,USD,Hilton,Hotel,Credit Online at Hilton,1,927243000000.0,KVBrdmsw,59848840858.0,xFDFzNWQ,7729.24,8656.88,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002964,CUST0094,Drew,Ward,Male,Patriciafurt,PH,North Debrafort,JO,Patriciafurt,PH,2024-05-19 04:50:00,Credit,3135.04,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,176610000000.0,MLuVPpaU,79660656295.0,yiLQVMxO,5146.97,4172.4,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002965,CUST0193,Jacob,Hayes,Male,Campbelltown,WS,Stevenside,CY,Campbelltown,KE,2024-05-19 08:55:00,Debit,1209.42,USD,Walmart,Retail,Debit Online at Walmart,1,975040000000.0,uzmeHOKO,,,18814.16,19341.65,1,,0,2025-12-04T14:55:07.833306
TXN002966,CUST0125,Steven,Collins,Male,Lake Rebeccaberg,VN,Patriciaville,SY,Lake Rebeccaberg,LT,2024-05-19 13:00:00,Credit,4830.82,USD,Hilton,Hotel,Credit Online at Hilton,1,269626000000.0,Vfnqopxo,99053352993.0,AXBeBGRR,2258.53,2751.34,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002967,CUST0180,Christian,Gutierrez,Male,Duncanchester,BA,Aaronfort,GW,Duncanchester,BA,2024-05-19 17:05:00,Credit,4681.51,USD,Uber,Transport,Credit Online at Uber,1,668858000000.0,fWHfTznK,54406133898.0,APFsBPOI,11764.96,12283.25,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002968,CUST0111,Robin,Stephens,Female,West Ann,CI,North Angelahaven,CO,West Ann,CI,2024-05-19 21:10:00,Credit,1228.58,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,489794000000.0,TiorpYlA,56332512008.0,COETipnw,13917.04,13827.64,1,,0,2025-12-04T14:55:07.833306
TXN002969,CUST0023,Debbie,Johnson,Female,North Ernestberg,DO,Anthonychester,LV,North Ernestberg,LK,2024-05-20 01:15:00,Credit,3863.02,USD,Apple,Electronics,Credit Online at Apple,0,490578000000.0,drvKcbfK,78887992903.0,fqMuJVuT,13882.86,14762.33,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002970,CUST0150,Mia,Hayes,Female,Gregoryville,IT,New Hunter,AZ,Gregoryville,RW,2024-05-20 05:20:00,Debit,3275.85,USD,Apple,Electronics,Debit Online at Apple,1,339391000000.0,OFaimGXI,,,17374.21,18034.51,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002971,CUST0044,Angela,Massey,Female,Powersmouth,GD,Joanborough,AM,Powersmouth,SZ,2024-05-20 09:25:00,Credit,4162.2,USD,Amazon,E-commerce,Credit Online at Amazon,0,938907000000.0,oxYHdDsl,31422441694.0,WVrRVkvh,18713.7,18502.31,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002972,CUST0043,Angela,Mathis,Female,East Mark,LK,Port Taraside,TV,East Mark,CA,2024-05-20 13:30:00,Debit,390.24,USD,Starbucks,Food,Debit Online at Starbucks,0,106964000000.0,hfBEVzmG,,,9377.46,8660.46,1,,0,2025-12-04T14:55:07.833306
TXN002973,CUST0022,Henry,Lopez,Male,Port Sabrina,CZ,New Robertland,TJ,Port Sabrina,CZ,2024-05-20 17:35:00,Debit,3034.63,USD,Chase,Banking,Debit Online at Chase,0,887352000000.0,ChURAjcZ,,,12321.38,11927.78,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002974,CUST0103,Sarah,Campbell,Female,Mcconnellshire,KG,Port Paula,HT,Mcconnellshire,KG,2024-05-20 21:40:00,Debit,3345.15,USD,Uber,Transport,Debit Online at Uber,1,767039000000.0,stlzeMno,,,1276.2,299.21,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002975,CUST0170,Eduardo,Wagner,Male,West Tracy,CF,South Peggy,ET,West Tracy,UZ,2024-05-21 01:45:00,Debit,773.24,USD,Hilton,Hotel,Debit Online at Hilton,1,636283000000.0,QcAZtLyx,,,7186.24,7221.54,1,,0,2025-12-04T14:55:07.833306
TXN002976,CUST0198,Aaron,Nichols,Male,Pamelaville,MM,South Patricia,PS,Pamelaville,MM,2024-05-21 05:50:00,Credit,1371.78,USD,Chase,Banking,Credit Online at Chase,1,589006000000.0,ZJVBVVfM,23502228112.0,MbBsWOua,15637.51,15727.49,1,,0,2025-12-04T14:55:07.833306
TXN002977,CUST0170,Jennifer,Ingram,Female,Port Vanessa,TR,Conleychester,BZ,Port Vanessa,MT,2024-05-21 09:56:00,Debit,2383.95,USD,Amazon,E-commerce,Debit Online at Amazon,0,808015000000.0,NvFiPJBh,,,8719.83,9398.44,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002978,CUST0082,Scott,Jones,Male,New Markville,SI,Amandamouth,ER,New Markville,SI,2024-05-21 14:01:00,Debit,4324.68,USD,Walmart,Retail,Debit Online at Walmart,1,514914000000.0,RxvUrDFy,,,16074.8,16006.29,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002979,CUST0035,Gabriel,Goodwin,Male,Kathrynfort,YE,Lake Tylerfort,IR,Kathrynfort,MH,2024-05-21 18:06:00,Credit,4594.84,USD,Shell,Fuel,Credit Online at Shell,1,790598000000.0,AweaHCPi,87778711507.0,UJwEVVUm,19786.39,18891.15,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002980,CUST0084,Jeremy,Walsh,Male,Beckerview,MG,Linstad,DE,Port Savannah,DM,2024-05-21 22:11:00,Credit,4224.42,USD,Starbucks,Food,Credit Online at Starbucks,1,975012000000.0,FEQoRpUy,33587686049.0,OnKmAvHd,9494.16,9098.83,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002981,CUST0195,Leslie,Oliver,Female,Martinhaven,EC,Moorehaven,KG,Martinhaven,KR,2024-05-22 02:16:00,Credit,645.09,USD,Starbucks,Food,Credit Online at Starbucks,0,472015000000.0,ftDpAhTW,93078542332.0,zqYpZsyo,13477.95,12872.1,1,,0,2025-12-04T14:55:07.833306
TXN002982,CUST0115,Alexis,Holloway,Female,Lake Kristin,NO,New Allisonmouth,AL,Rochatown,CU,2024-05-22 06:21:00,Credit,2578.06,USD,Starbucks,Food,Credit Online at Starbucks,0,204819000000.0,vzyLENcz,28574962601.0,zXarrpNE,15142.16,15058.3,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002983,CUST0181,Mark,Hunt,Male,West Angelicahaven,BR,West Annette,GT,Lake Derekstad,IQ,2024-05-22 10:26:00,Credit,170.86,USD,Starbucks,Food,Credit Online at Starbucks,1,799673000000.0,yVUowmRv,65312719774.0,jPIZdGZc,3717.58,3021.98,1,,0,2025-12-04T14:55:07.833306
TXN002984,CUST0103,Rita,Benjamin,Female,South Margaret,TZ,Edwardsmouth,PT,West Amber,GW,2024-05-22 14:31:00,Credit,1778.77,USD,Amazon,E-commerce,Credit Online at Amazon,1,992565000000.0,naUYDvnk,19669909805.0,CFYcnlJw,9730.27,10350.37,0,Amount exceeds daily average significantly,0,2025-12-04T14:55:07.833306
TXN002985,CUST0175,Katie,Alexander,Female,South Charles,VC,Aprilport,IL,South Charles,IE,2024-05-22 18:36:00,Debit,4740.91,USD,Amazon,E-commerce,Debit Online at Amazon,1,320333000000.0,DaRjQOJS,,,16098.62,16877.0,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002986,CUST0177,Lisa,Reed,Female,West Kellybury,TZ,Christianfort,PE,Rhodesmouth,KR,2024-05-22 22:41:00,Credit,2215.25,USD,Uber,Transport,Credit Online at Uber,1,993161000000.0,YofIQUAm,61060429642.0,HVuijTlG,13314.75,13251.61,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002987,CUST0111,Natalie,James,Female,North Andrewburgh,BN,Robertsburgh,PT,Donaldfurt,MT,2024-05-23 02:46:00,Credit,4061.68,USD,Walmart,Retail,Credit Online at Walmart,1,320136000000.0,foGjHLPG,82756086663.0,KnuapKyS,4554.05,5257.21,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002988,CUST0107,Michael,Lopez,Male,North Brandon,LV,Martinton,KP,Moodystad,LV,2024-05-23 06:51:00,Debit,1309.17,USD,Walmart,Retail,Debit Online at Walmart,0,363331000000.0,GsPIFdPU,,,2397.34,2135.57,0,Transaction at unusual hour,0,2025-12-04T14:55:07.833306
TXN002989,CUST0107,Jonathan,Ward,Male,Brittanyburgh,LV,New Michelemouth,TL,West James,BD,2024-05-23 10:56:00,Credit,2590.73,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,567501000000.0,qYpcXbDr,52489651529.0,pQMfEHjr,587.6,1502.87,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002990,CUST0171,Justin,Jones,Male,New Vincent,MY,West Kim,EC,New Vincent,MU,2024-05-23 15:01:00,Credit,422.54,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,540895000000.0,TmxShsUR,60314450566.0,elZPjjrY,14052.37,15040.22,1,,0,2025-12-04T14:55:07.833306
TXN002991,CUST0050,Kyle,Torres,Male,Estradahaven,GN,East Tammy,BY,Rhondaville,GN,2024-05-23 19:06:00,Debit,1671.14,USD,Hilton,Hotel,Debit Online at Hilton,0,132039000000.0,jMfbzDdG,,,3497.75,3908.6,1,,0,2025-12-04T14:55:07.833306
TXN002992,CUST0099,Paul,Watson,Male,South Stephanie,UG,Fergusonland,PK,South Stephanie,LY,2024-05-23 23:11:00,Debit,4640.33,USD,Amazon,E-commerce,Debit Online at Amazon,1,820748000000.0,TmOgOuoD,,,7927.76,7562.51,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002993,CUST0056,Jean,Wiley,Female,Arthurfort,KP,Weberton,IT,Arthurfort,KP,2024-05-24 03:16:00,Credit,2468.81,USD,Apple,Electronics,Credit Online at Apple,1,100911000000.0,aeDzYcom,96011050890.0,OoalXxdS,7961.26,8771.06,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN002994,CUST0090,Wendy,Morton,Female,New Sethview,BH,Lake Stacy,KW,Lake Rebeccaburgh,PG,2024-05-24 07:21:00,Debit,640.73,USD,Chase,Banking,Debit Online at Chase,1,414198000000.0,PjDUpiBE,,,17842.7,17825.71,1,,0,2025-12-04T14:55:07.833306
TXN002995,CUST0183,Margaret,Gillespie,Female,Salazarfurt,NI,Lake Jacqueline,BD,Catherineberg,NI,2024-05-24 11:26:00,Debit,4615.38,USD,Starbucks,Food,Debit Online at Starbucks,0,451075000000.0,mNPUmzgn,,,10076.01,9315.88,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
