TransactionID,CustomerID,FirstName,LastName,Gender,HomeCity,HomeCountry,TransactionLocationCity,TransactionLocationCountry,LoginLocationCity,LoginLocationCountry,DateTime,Type,Amount,Currency,Merchant,Category,Description,IsByCheck,AccountNumber,SWIFT_BIC,ReceiverAccount,ReceiverSWIFT,BalanceAfter,AvgDailyBalance,Legitimate,FraudReason
TXN002994,CUST0090,Wendy,Morton,Female,New Sethview,BH,Lake Stacy,KW,Lake Rebeccaburgh,PG,5/24/2024 7:21,Debit,640.73,USD,Chase,Banking,Debit Online at Chase,1,4.14198E+11,PjDUpiBE,,,17842.7,17825.71,1,
TXN002995,CUST0183,Margaret,Gillespie,Female,Salazarfurt,NI,Lake Jacqueline,BD,Catherineberg,NI,5/24/2024 11:26,Debit,4615.38,USD,Starbucks,Food,Debit Online at Starbucks,0,4.51075E+11,mNPUmzgn,,,10076.01,9315.88,0,New country & high-value transaction
TXN002996,CUST0123,Leslie,Crawford,Female,East Caitlinside,GY,Keithhaven,GM,Davidtown,UZ,5/24/2024 15:31,Debit,3604.41,USD,Chase,Banking,Debit Online at Chase,1,8.32894E+11,dvEugQhx,,,14836.98,14570.13,0,New country & high-value transaction
TXN002997,CUST0017,Elizabeth,Stein,Female,Lauraborough,IR,Camachoview,SD,Lake Anitaton,VU,5/24/2024 19:36,Credit,900.89,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,9.97336E+11,EkSeMdDU,38257823745,jwzwUStl,14824.34,15602.39,0,Suspicious login location
TXN002998,CUST0171,Andrew,Freeman,Male,Williamhaven,KE,South Christopherland,AM,Williamhaven,LV,5/24/2024 23:41,Credit,1722.78,USD,Starbucks,Food,Credit Online at Starbucks,0,3.22946E+11,NsPYMTim,44320111367,BVeNJrIU,15248.61,15763.74,1,
TXN002999,CUST0066,Deborah,Benson,Female,Jenniferhaven,MK,Christinafurt,SC,Port David,MK,5/25/2024 3:46,Credit,1082.73,USD,Hilton,Hotel,Credit Online at Hilton,0,9.8758E+11,TKdKWkih,58615994271,amgwGVOf,6788.76,7069.71,1,
TXN003000,CUST0186,Robin,Kelley,Female,East Donna,AO,Victortown,TO,East Donna,AO,5/25/2024 7:51,Credit,1669.76,USD,Starbucks,Food,Credit Online at Starbucks,1,9.64546E+11,okqswcmT,24241063685,eHToesKq,15176.02,15202.35,1,
TXN003001,CUST0178,Brianna,Jenkins,Female,South Erinland,PH,New Garrett,IN,South Erinland,EC,5/25/2024 11:56,Debit,4808.33,USD,Chase,Banking,Debit Online at Chase,1,7.42692E+11,wmFqacuZ,,,1049.1,1931.72,0,New country & high-value transaction
TXN003002,CUST0007,Shane,Mitchell,Male,North Dustin,GB,Perezberg,SC,West Christyfort,RW,5/25/2024 16:02,Debit,3125.8,USD,Shell,Fuel,Debit Online at Shell,1,3.25848E+11,Dpwgzltg,,,8445.05,9235.87,0,New country & high-value transaction
TXN003003,CUST0006,Madeline,Dean,Female,Petersmouth,CI,Johnnybury,CD,Petersmouth,DM,5/25/2024 20:07,Debit,4200.5,USD,Walmart,Retail,Debit Online at Walmart,0,1.6742E+11,gKwFacad,,,15461.78,15769.13,0,New country & high-value transaction
TXN003004,CUST0182,Brenda,Rowe,Female,South Adam,HR,Dominguezport,LA,Port Jamesfurt,HR,5/26/2024 0:12,Debit,618.44,USD,Walmart,Retail,Debit Online at Walmart,0,2.09624E+11,aGeNxpFb,,,11618.13,11216.62,1,
TXN003005,CUST0083,Shelley,Arias,Female,Larashire,LB,Donaldmouth,LA,Larashire,GY,5/26/2024 4:17,Debit,4273.91,USD,Walmart,Retail,Debit Online at Walmart,1,9.19925E+11,imDnoCCw,,,6239.59,7071.47,0,New country & high-value transaction
TXN003006,CUST0110,Catherine,Chavez,Female,South Nicholas,SL,Aaronmouth,PW,New Keith,SL,5/26/2024 8:22,Debit,3314.77,USD,Uber,Transport,Debit Online at Uber,0,7.7525E+11,RcgTWxGn,,,12659.85,12224.48,0,New country & high-value transaction
TXN003007,CUST0022,Hannah,Prince,Female,Reynoldsborough,KH,Cuevasstad,TV,Port Chad,CO,5/26/2024 12:27,Credit,3865.08,USD,Amazon,E-commerce,Credit Online at Amazon,1,3.97556E+11,oVBQqzVM,41393189021,WWOFEnag,3701.11,3092.15,0,New country & high-value transaction
TXN003008,CUST0035,Dominic,Hall,Male,New Marvin,LR,Lake Scott,DM,New Marvin,NZ,5/26/2024 16:32,Debit,4475.24,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,7.44182E+11,AUFtfLau,,,13431.55,13403.97,0,New country & high-value transaction
TXN003009,CUST0155,Amber,Cabrera,Female,Annatown,RU,East Kendra,VU,Annatown,RU,5/26/2024 20:37,Credit,4097.19,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,4.99863E+11,OFlBPbPq,60037242003,uEssUEpz,7281.67,6399.73,0,New country & high-value transaction
TXN003010,CUST0081,Andrew,Bennett,Male,Russelltown,LT,Gonzalezborough,DO,Patelshire,LT,5/27/2024 0:42,Debit,1975.93,USD,Starbucks,Food,Debit Online at Starbucks,1,5.00463E+11,qVmtBLok,,,1881.42,1640.51,1,
TXN003011,CUST0148,Victor,Curtis,Male,South Jessica,GQ,Port Danafort,TH,East Danielle,FI,5/27/2024 4:47,Credit,4336.06,USD,Apple,Electronics,Credit Online at Apple,0,1.60338E+11,rTWGFvaM,79388706531,WoLGpDfE,6274.81,6535.65,0,New country & high-value transaction
TXN003012,CUST0129,Kristine,Hester,Female,South Christopher,MV,West James,NO,South Christopher,BF,5/27/2024 8:52,Credit,4297.88,USD,Starbucks,Food,Credit Online at Starbucks,0,2.4353E+11,pUTrQzgx,59651093808,TdFcePPG,5906.42,6082.47,0,New country & high-value transaction
TXN003013,CUST0044,Jennifer,Miller,Female,Phillipport,GB,Popeshire,SI,South Justinmouth,TT,5/27/2024 12:57,Credit,1538.38,USD,Amazon,E-commerce,Credit Online at Amazon,1,5.88583E+11,eSaCeOOU,40690368849,lAeXwWfY,5686.37,4880.83,1,
TXN003014,CUST0131,Gary,Wilkinson,Male,Amymouth,LV,Gomezburgh,AD,North Joshua,PW,5/27/2024 17:02,Debit,3843.87,USD,Apple,Electronics,Debit Online at Apple,0,1.90207E+11,ppsFOngm,,,1335.3,1681.93,0,New country & high-value transaction
TXN003015,CUST0174,William,Monroe,Male,Lambfurt,NZ,Millschester,NE,Lambfurt,TW,5/27/2024 21:07,Credit,2699.25,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,8.71316E+11,LNYpwZrO,14743713013,GXhRSrmm,19396.23,18838.34,0,New country & high-value transaction
TXN003016,CUST0166,Steven,Garcia,Male,Jenniferchester,SY,Gailbury,AO,Jenniferchester,SY,5/28/2024 1:12,Debit,3577.61,USD,Chase,Banking,Debit Online at Chase,1,8.00963E+11,ridIKCSg,,,17217.53,16258.71,0,New country & high-value transaction
TXN003017,CUST0133,Katherine,Reynolds,Female,North James,DJ,Port Jessica,SR,Kevinbury,BR,5/28/2024 5:17,Credit,3566.81,USD,Amazon,E-commerce,Credit Online at Amazon,1,3.07387E+11,PsEQFdGM,74152758191,iqHrDhDK,8926.25,8007.98,0,New country & high-value transaction
TXN003018,CUST0072,Tina,Crosby,Female,West Kellyhaven,NR,West Jennifer,TV,Heidiside,GH,5/28/2024 9:22,Credit,2731.63,USD,Uber,Transport,Credit Online at Uber,0,4.51969E+11,tTiaiJTW,68694358852,ZKPcWpZX,19608.09,19532.25,0,New country & high-value transaction
TXN003019,CUST0093,Joseph,Jones,Male,Kristenmouth,MC,Sarahview,BE,Gonzalezville,MC,5/28/2024 13:27,Debit,3747.06,USD,Hilton,Hotel,Debit Online at Hilton,0,2.33691E+11,YXTYUakT,,,1272.84,1032.87,0,New country & high-value transaction
TXN003020,CUST0112,James,Willis,Male,Elizabethbury,IL,Lake Stephanie,EG,Elizabethbury,MX,5/28/2024 17:32,Debit,4389.55,USD,Walmart,Retail,Debit Online at Walmart,0,8.52165E+11,kJfiogrm,,,3108.84,3763.3,0,New country & high-value transaction
TXN003021,CUST0150,Paul,Cooper,Male,Evansberg,FJ,East Angelachester,AO,Evansberg,JM,5/28/2024 21:37,Debit,1101.6,USD,Chase,Banking,Debit Online at Chase,0,2.81465E+11,TGOsKUjo,,,9810.4,9355.35,0,Suspicious login location
TXN003022,CUST0158,William,Rosales,Male,South Franciscohaven,AT,Anthonyhaven,CR,Smithtown,AT,5/29/2024 1:42,Debit,1573.43,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,4.09082E+11,nQGoZqqC,,,17499.94,17538.23,1,
TXN003023,CUST0106,Mary,Allison,Female,South Heatherland,VU,Cherryfort,GB,South Heatherland,GR,5/29/2024 5:47,Debit,4449.9,USD,Shell,Fuel,Debit Online at Shell,1,7.36453E+11,JJPYHUgO,,,16266.37,16344.42,0,New country & high-value transaction
TXN003024,CUST0196,Patrick,Davis,Male,Port Emilytown,SA,West Eric,GN,North Jenniferfurt,SA,5/29/2024 9:52,Debit,3467.08,USD,Uber,Transport,Debit Online at Uber,0,8.60811E+11,btdMSASv,,,10318.17,10320.89,0,New country & high-value transaction
TXN003025,CUST0080,Dana,Burton,Female,West Melanie,BG,Meganhaven,VN,East Brianstad,NI,5/29/2024 13:57,Credit,1766.71,USD,Hilton,Hotel,Credit Online at Hilton,0,9.02497E+11,iJldDpFd,17264882421,QDgYdloS,19886.57,19460.19,1,
TXN003026,CUST0160,Rita,Paul,Female,Port Christopherborough,GD,Lake Meaganville,ME,Port Christopherborough,GD,5/29/2024 18:02,Debit,3056.82,USD,Starbucks,Food,Debit Online at Starbucks,1,6.98708E+11,IirylekL,,,15827.85,16504.36,0,New country & high-value transaction
TXN003027,CUST0150,Angel,Zavala,Male,South James,CR,Leeborough,SN,South James,CR,5/29/2024 22:07,Debit,3234.19,USD,Starbucks,Food,Debit Online at Starbucks,0,6.95925E+11,dNaZELmH,,,18845.11,18065.52,0,New country & high-value transaction
TXN003028,CUST0087,Jonathan,Schaefer,Male,West Amanda,PS,New Margaret,SA,North Michelle,PS,5/30/2024 2:13,Debit,1446.14,USD,Hilton,Hotel,Debit Online at Hilton,1,5.76852E+11,mOLrFOSX,,,8355.92,8867.25,1,
TXN003029,CUST0191,Brandi,Valencia,Female,Lake Patricia,MN,Salasside,LU,Lake Melissaborough,WS,5/30/2024 6:18,Credit,4656.24,USD,Apple,Electronics,Credit Online at Apple,0,3.17644E+11,jEffUpWD,73103143833,dmiwdzuJ,10370.25,9493.23,0,New country & high-value transaction
TXN003030,CUST0098,Joshua,Scott,Male,Port Jenniferbury,LK,North Tony,LY,Port Jenniferbury,LK,5/30/2024 10:23,Credit,4024.68,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,7.88082E+11,JlxeGkGC,14551106969,JSyXAKWu,15215.02,16092.79,0,New country & high-value transaction
TXN003031,CUST0199,Michelle,Jimenez,Female,Port Daniel,WS,Whiteland,AD,Port Daniel,WS,5/30/2024 14:28,Debit,4862.57,USD,Apple,Electronics,Debit Online at Apple,1,8.59963E+11,YpkSdADZ,,,11163.16,11448.45,0,New country & high-value transaction
TXN003032,CUST0149,Frank,Mendez,Male,New Michaelfort,AM,New Juliemouth,KI,Gillchester,HU,5/30/2024 18:33,Credit,3811.64,USD,Apple,Electronics,Credit Online at Apple,0,6.68556E+11,pCWpfdxq,93075472546,bPiMkHli,11334.98,10815.4,0,New country & high-value transaction
TXN003033,CUST0131,Randy,Mendez,Male,South Jomouth,KZ,Jaimefurt,CF,South Jomouth,YE,5/30/2024 22:38,Debit,920.17,USD,Hilton,Hotel,Debit Online at Hilton,1,2.0206E+11,owcKnoBN,,,7095.9,6658.72,1,
TXN003034,CUST0178,Theresa,Yoder,Female,New Davidhaven,KI,Millsfurt,BI,New Davidhaven,NI,5/31/2024 2:43,Debit,2557.35,USD,Apple,Electronics,Debit Online at Apple,1,6.94019E+11,HgVHVmrO,,,16059.9,16832.77,0,New country & high-value transaction
TXN003035,CUST0177,Barry,Hendrix,Male,Fuenteston,TZ,Marshallton,LB,West Josephmouth,TZ,5/31/2024 6:48,Credit,2040.01,USD,Apple,Electronics,Credit Online at Apple,0,3.69827E+11,cydrkRXs,42131803860,DVKMKfIL,7212.86,6498.69,0,New country & high-value transaction
TXN003036,CUST0149,Wendy,Evans,Female,Grahamside,TN,Lake Teresatown,LV,Grahamside,TN,5/31/2024 10:53,Debit,624.8,USD,Hilton,Hotel,Debit Online at Hilton,1,7.26029E+11,QumUNPnZ,,,1837.42,1895.55,1,
TXN003037,CUST0176,Sergio,Sanchez,Male,South Stephenstad,CH,Port Derrickton,IE,Millerview,HT,5/31/2024 14:58,Debit,4517.19,USD,Apple,Electronics,Debit Online at Apple,0,1.01851E+11,WkXQPjwz,,,7204.33,7211.67,0,New country & high-value transaction
TXN003038,CUST0018,Emily,Brown,Female,Lake Joseborough,CI,Toddport,KI,Lake Joseborough,EE,5/31/2024 19:03,Credit,1920.15,USD,Walmart,Retail,Credit Online at Walmart,1,1.70375E+11,KkaEpZul,54411813915,sxFAnAuY,10483.5,10397.5,1,
TXN003039,CUST0093,Sara,Sanchez,Female,Jackmouth,ML,Kevinbury,JM,Robertbury,ML,5/31/2024 23:08,Debit,233.43,USD,Apple,Electronics,Debit Online at Apple,1,1.95786E+11,ykmjdOUR,,,11884.05,12646.1,1,
TXN003040,CUST0069,Thomas,Singh,Male,Jeremystad,IN,South Hayden,NL,Port Alicechester,IN,6/1/2024 3:13,Debit,3273.39,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,1.05163E+11,KkHrVoUJ,,,6953.04,6746.75,0,New country & high-value transaction
TXN003041,CUST0161,Crystal,Lambert,Female,East Alec,CV,Clarkbury,GA,East Alec,CV,6/1/2024 7:18,Credit,2329.18,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,8.40364E+11,EvxyPabr,91971088272,DmDzejCh,5984.72,6202.01,0,New country & high-value transaction
TXN003042,CUST0016,Charles,Fisher,Male,New Tamara,MK,South Amandachester,FR,New Tamara,MK,6/1/2024 11:23,Credit,4925.25,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,7.19205E+11,bhDgBJmT,46259931876,fBSAeLTz,10837.14,11269.39,0,New country & high-value transaction
TXN003043,CUST0071,Ryan,Kaufman,Male,Nicholasberg,IQ,East Sarahburgh,AO,Nicholasberg,IQ,6/1/2024 15:28,Debit,115.51,USD,Chase,Banking,Debit Online at Chase,1,5.33084E+11,AnZcOghy,,,4196.68,4574.32,1,
TXN003044,CUST0121,Caleb,Thomas,Male,North Joan,IN,North Rodney,KZ,East Paultown,NZ,6/1/2024 19:33,Credit,3478.6,USD,Hilton,Hotel,Credit Online at Hilton,0,4.16862E+11,QLCXNsie,52147148856,rpJlFbMy,10162.24,9452.97,0,New country & high-value transaction
TXN003045,CUST0057,Crystal,Davis,Female,Cookville,MD,North Vanessa,TL,Richardsland,MD,6/1/2024 23:38,Credit,1320.53,USD,Shell,Fuel,Credit Online at Shell,1,7.91586E+11,SPnjJHNW,37986877945,pcQaKQfz,4917.67,4709.59,1,
TXN003046,CUST0136,Rhonda,Wallace,Female,New Michele,ET,East James,ST,New Michele,DZ,6/2/2024 3:43,Credit,4492.19,USD,Hilton,Hotel,Credit Online at Hilton,1,4.47958E+11,cUxYfXYX,79086807946,jTdVQZvJ,3155.09,2772.73,0,New country & high-value transaction
TXN003047,CUST0065,Patricia,Cunningham,Female,Lake Leslieburgh,TJ,Lake Kristintown,LC,Nealtown,TJ,6/2/2024 7:48,Credit,2659.34,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,1.38562E+11,sIdsiPfI,93883935394,HvCxlILV,16457.01,16680.32,0,New country & high-value transaction
TXN003048,CUST0131,Kimberly,Smith,Female,South Sarahburgh,KM,Port Timothyshire,BR,South Sarahburgh,DZ,6/2/2024 11:53,Credit,757.57,USD,Hilton,Hotel,Credit Online at Hilton,1,5.14627E+11,fCmDBmDW,69157447810,FdPLOqnD,3099.24,2430.91,1,
TXN003049,CUST0161,Gregory,Stone,Male,Andrewsmouth,AE,Gonzalezview,GR,Andrewsmouth,BW,6/2/2024 15:58,Credit,3042.81,USD,Shell,Fuel,Credit Online at Shell,0,4.11826E+11,hoYXZGfl,51751672162,XvNitpkA,15968.86,15845.2,0,New country & high-value transaction
TXN003050,CUST0116,Kevin,Wilson,Male,Jonport,BG,Mitchellberg,VE,Moorechester,BG,6/2/2024 20:03,Credit,3231.74,USD,Apple,Electronics,Credit Online at Apple,1,2.42207E+11,KBwLYxmB,36877989929,SarYpnDH,19022.81,18411.31,0,New country & high-value transaction
TXN003051,CUST0113,Desiree,Lynch,Female,Lake Anna,CF,Port Jeffreymouth,KH,New Stephen,MN,6/3/2024 0:08,Debit,2673.29,USD,Chase,Banking,Debit Online at Chase,0,6.9859E+11,mjzKqwty,,,16591.72,15982.11,0,New country & high-value transaction
TXN003052,CUST0033,Jennifer,Pena,Female,Port Thomasside,MA,Lake Caroline,FI,Port Thomasside,MA,6/3/2024 4:13,Debit,4449.12,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,7.13793E+11,thwWOvPB,,,9109.4,9712.68,0,New country & high-value transaction
TXN003053,CUST0108,Lindsay,Hall,Female,East Annamouth,CR,Clarkfurt,BR,Anthonyborough,CR,6/3/2024 8:18,Debit,4688.41,USD,Chase,Banking,Debit Online at Chase,0,6.62279E+11,jMnFwNQh,,,3684.53,4461.59,0,New country & high-value transaction
TXN003054,CUST0177,Karen,Chan,Female,South Brandyfort,VN,West Tara,CM,North Susanhaven,VC,6/3/2024 12:24,Credit,2604.05,USD,Amazon,E-commerce,Credit Online at Amazon,0,5.52808E+11,piMgIlqc,10447652573,WPdyjMCM,11798.8,11271.7,0,New country & high-value transaction
TXN003055,CUST0133,Christopher,Torres,Male,New Brittany,ZM,Carrieside,FM,South Karen,ZM,6/3/2024 16:29,Credit,2235.57,USD,Uber,Transport,Credit Online at Uber,0,5.3814E+11,NyyxxbkT,45821278925,RbarhuTE,9902.83,9184.18,0,New country & high-value transaction
TXN003056,CUST0103,Danielle,Owens,Female,Lopezton,CH,Garzaborough,DM,Lopezton,IL,6/3/2024 20:34,Credit,4878.72,USD,Shell,Fuel,Credit Online at Shell,1,7.3441E+11,gLxSFIQP,65947391615,DDDCbLGV,1266.51,324.45,0,New country & high-value transaction
TXN003057,CUST0142,Steven,Johnson,Male,Lake Aaronhaven,BT,Lake Kyle,KZ,Lake Aaronhaven,TR,6/4/2024 0:39,Debit,3954.8,USD,Apple,Electronics,Debit Online at Apple,1,7.99506E+11,ssVbdqFO,,,14579.68,14471.66,0,New country & high-value transaction
TXN003058,CUST0131,Adam,Becker,Male,East Danielfurt,ST,Laurenfurt,ME,East Danielfurt,GA,6/4/2024 4:44,Debit,4143.47,USD,Uber,Transport,Debit Online at Uber,1,6.59327E+11,EOlyPBYk,,,2761.88,3163.39,0,New country & high-value transaction
TXN003059,CUST0029,David,Young,Male,North Joseview,SK,South Cindy,HN,East John,SK,6/4/2024 8:49,Credit,3014.92,USD,Apple,Electronics,Credit Online at Apple,1,1.00225E+11,wTCGgRFu,79287628003,UmnHfnbN,19910.95,20424.09,0,New country & high-value transaction
TXN003060,CUST0180,Xavier,Costa,Male,Michaelhaven,DE,Davidside,VA,Michaelhaven,DE,6/4/2024 12:54,Debit,2245.7,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,7.8272E+11,XjteLuTj,,,17468.98,17166.23,0,New country & high-value transaction
TXN003061,CUST0056,Sandra,Reeves,Female,Allisonhaven,NG,Atkinsonfurt,JM,West Brandonview,NG,6/4/2024 16:59,Debit,11.97,USD,Hilton,Hotel,Debit Online at Hilton,1,1.66829E+11,lAqSQmPW,,,17673.87,17756.22,0,Multiple failed attempts before success
TXN003062,CUST0169,Robert,Mathews,Male,Erinshire,,East Kimberlyfurt,SM,North Timothy,TO,6/4/2024 21:04,Debit,2406.96,USD,Apple,Electronics,Debit Online at Apple,1,8.62438E+11,LzOYlvgE,,,9198.23,8946.54,0,New country & high-value transaction
TXN003063,CUST0199,Douglas,Thomas,Male,South Michaelfurt,AF,Cameronside,SZ,South Michaelfurt,AF,6/5/2024 1:09,Debit,4776.99,USD,Walmart,Retail,Debit Online at Walmart,0,5.48295E+11,OMYnzkqW,,,16757.4,16271.65,0,New country & high-value transaction
TXN003064,CUST0175,Nathan,Welch,Male,Durhamtown,KH,Port James,ER,Durhamtown,PA,6/5/2024 5:14,Credit,779.15,USD,Walmart,Retail,Credit Online at Walmart,1,1.60657E+11,LsaQVToM,84858665990,oqUpdPcM,1084.94,440.45,0,Suspicious login location
TXN003065,CUST0162,Candace,Callahan,Female,East Jeffrey,SG,Allenburgh,VE,North Heidi,DO,6/5/2024 9:19,Debit,2568.04,USD,Chase,Banking,Debit Online at Chase,1,9.08389E+11,ITgmbQyJ,,,12346.69,12151.28,0,New country & high-value transaction
TXN003066,CUST0066,Jason,Valdez,Male,Lake Thomas,SZ,Brewerhaven,LR,New Michaelbury,KM,6/5/2024 13:24,Credit,2986.34,USD,Hilton,Hotel,Credit Online at Hilton,1,8.11143E+11,xXNxBceB,75319791613,AjKPVMYH,10005.87,9575.67,0,New country & high-value transaction
TXN003067,CUST0028,Jacob,Andrews,Male,Hancockburgh,KG,South Loriville,CN,Zunigatown,KG,6/5/2024 17:29,Credit,633.25,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,1,4.63461E+11,XFXeQvhM,44451033690,qshDgAdl,19626.2,20075,0,Transaction at unusual hour
TXN003068,CUST0120,Richard,James,Male,Port Robertfurt,KZ,East Roberttown,NI,Port Robertfurt,BD,6/5/2024 21:34,Debit,4034.4,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,8.39893E+11,FvHDpjOH,,,640.7,319.11,0,New country & high-value transaction
TXN003069,CUST0012,Gerald,Lowery,Male,Port John,SK,Foxmouth,CU,West Brian,AL,6/6/2024 1:39,Debit,4714.34,USD,Amazon,E-commerce,Debit Online at Amazon,1,6.83384E+11,nMlQddIr,,,9212.52,8984.99,0,New country & high-value transaction
TXN003070,CUST0004,William,Marquez,Male,Deborahfort,SB,Curtishaven,EG,Miguelside,SB,6/6/2024 5:44,Credit,4558.12,USD,Amazon,E-commerce,Credit Online at Amazon,0,6.1963E+11,cfxQafKu,14769425549,ZvFRyHdO,2982.88,2773.01,0,New country & high-value transaction
TXN003071,CUST0160,Danielle,Moore,Female,Lake Benjaminstad,CA,Henryville,TW,New Mark,CA,6/6/2024 9:49,Debit,1089.69,USD,Shell,Fuel,Debit Online at Shell,1,2.20878E+11,NWeqHSYW,,,629.32,1227.79,1,
TXN003072,CUST0154,Anthony,Fuller,Male,West Brandy,CY,Carmentown,MC,West Brandy,CY,6/6/2024 13:54,Credit,3162.01,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,5.26171E+11,ecQnPrAt,62720218986,rRAKwtfM,16488.98,17065.36,0,New country & high-value transaction
TXN003073,CUST0006,Jeffrey,Gonzalez,Male,Wilsonland,JO,Michaelland,SN,New Wesleyshire,VA,6/6/2024 17:59,Debit,684.43,USD,Amazon,E-commerce,Debit Online at Amazon,0,6.58633E+11,lGJSSMpF,,,11469.37,10674.15,0,Suspicious login location
TXN003074,CUST0151,Colin,Davis,Male,Banksmouth,KE,Mcclainburgh,GT,East Sandra,KE,6/6/2024 22:04,Credit,4586.68,USD,Walmart,Retail,Credit Online at Walmart,0,5.32354E+11,nlRHVIHl,42925780680,xZoyfYKk,5894.69,5260.87,0,New country & high-value transaction
TXN003075,CUST0089,Francisco,White,Male,Port Robertbury,CR,Ibarrastad,CD,Port Albert,CR,6/7/2024 2:09,Debit,3314.69,USD,Chase,Banking,Debit Online at Chase,1,9.59506E+11,gdlTpYti,,,7509.98,8035.38,0,New country & high-value transaction
TXN003076,CUST0017,Raymond,Howell,Male,New Christie,LU,Port Kyle,GY,New Christie,LU,6/7/2024 6:14,Credit,3374.65,USD,Shell,Fuel,Credit Online at Shell,1,6.171E+11,cRkTytkr,80409263019,ucbJWJkl,13554.87,12975.75,0,New country & high-value transaction
TXN003077,CUST0024,Mark,Weaver,Male,Johnport,GD,Ricestad,SL,Johnport,GD,6/7/2024 10:19,Debit,4730.11,USD,Chase,Banking,Debit Online at Chase,1,6.52754E+11,vIzfyEoe,,,3109.56,3594.44,0,New country & high-value transaction
TXN003078,CUST0153,Sheri,Lloyd,Female,Vasquezville,GN,Johnmouth,NL,Vasquezville,GN,6/7/2024 14:24,Debit,2380.36,USD,Walmart,Retail,Debit Online at Walmart,0,3.97034E+11,CgGtBFDK,,,2258.93,1599.97,0,New country & high-value transaction
TXN003079,CUST0160,Daniel,Murphy,Male,New Jeremy,KH,Lake Joannaview,MX,West Michaelfort,GN,6/7/2024 18:30,Debit,3195.84,USD,Uber,Transport,Debit Online at Uber,1,4.15882E+11,mGaZdDsC,,,2177.66,2984.88,0,New country & high-value transaction
TXN003080,CUST0131,Emily,Morgan,Female,Jonathanmouth,FM,West Christine,BA,East Carlos,FM,6/7/2024 22:35,Credit,1674.5,USD,Uber,Transport,Credit Online at Uber,1,8.99125E+11,LDwtCDIu,86056235769,JZqCtyUU,7348.09,7369.53,1,
TXN003081,CUST0091,Joshua,Moore,Male,Kimview,GY,Jenniferland,CN,Kimview,GY,6/8/2024 2:40,Credit,95.86,USD,Shell,Fuel,Credit Online at Shell,0,7.06285E+11,SdpUPAnI,14527936196,sZfRLmwm,10406.92,10541.68,0,Transaction at unusual hour
TXN003082,CUST0074,Emma,Hunter,Female,Henryburgh,CI,Butlermouth,BN,Deborahside,CI,6/8/2024 6:45,Credit,232.2,USD,Shell,Fuel,Credit Online at Shell,0,4.89797E+11,KdBHcWkh,41329736813,YauZYdFH,4186.21,4084.17,1,
TXN003083,CUST0193,Blake,Mckee,Male,Rogerfurt,NL,New Donald,GT,Rogerfurt,SE,6/8/2024 10:50,Debit,818.12,USD,Hilton,Hotel,Debit Online at Hilton,0,8.20459E+11,mUomUWNR,,,11409.01,12219.08,0,Transaction at unusual hour
TXN003084,CUST0137,Michael,Wright,Male,North Christopherside,TW,Hamptonborough,ML,Hugheston,TW,6/8/2024 14:55,Debit,2332.46,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,5.15587E+11,RFfMWLhn,,,17272.48,17599.24,0,New country & high-value transaction
TXN003085,CUST0191,Tony,Morales,Male,Hoffmanview,SZ,New Michelle,SA,West Alyssa,SZ,6/8/2024 19:00,Debit,1136.91,USD,Amazon,E-commerce,Debit Online at Amazon,1,9.05779E+11,doPssPSW,,,6906.46,6164.97,1,
TXN003086,CUST0173,Seth,Myers,Male,Jennifermouth,LI,Cooperside,MR,Jennifermouth,LI,6/8/2024 23:05,Debit,1786.93,USD,Starbucks,Food,Debit Online at Starbucks,1,3.6458E+11,IYDbSKCc,,,13668.55,13821.75,1,
TXN003087,CUST0093,Holly,Chase,Female,Lake Victoriaville,ME,Dawnfurt,BN,West Edwardmouth,GR,6/9/2024 3:10,Debit,2566.54,USD,Walmart,Retail,Debit Online at Walmart,1,5.47153E+11,uVkLCXVq,,,13296.74,13942.42,0,New country & high-value transaction
TXN003088,CUST0037,Jordan,Austin,Male,Lake Richard,PT,South Wesleyhaven,AR,Stephaniehaven,LV,6/9/2024 7:15,Debit,2635.03,USD,Amazon,E-commerce,Debit Online at Amazon,1,3.72262E+11,hzMsfvic,,,12986.01,13120.64,0,New country & high-value transaction
TXN003089,CUST0195,Bernard,Taylor,Male,Christopherfurt,IE,Port Jessicamouth,GT,Brownmouth,IE,6/9/2024 11:20,Debit,501.15,USD,Starbucks,Food,Debit Online at Starbucks,1,3.30751E+11,RAADYphW,,,19911.57,19718.26,1,
