statement_id,customer_name,account_number,bank_name,statement_start_date,statement_end_date,opening_balance,ending_balance,total_credits,total_debits,transaction_id,transaction_date,transaction_description,merchant_name,category,amount,balance_after,is_credit,is_debit,abs_amount,is_large_transaction,amount_to_balance_ratio,transactions_past_1_day,transactions_past_7_days,cumulative_monthly_credits,cumulative_monthly_debits,is_new_merchant,weekday,day_of_month,is_weekend,is_fraud
S192,John Carter,2779,Wells Fargo,2024-01-01,2024-01-31,1456.58,531.66,3018.6,3943.52,TX1958,2024-01-12,utilities transaction,Electric Co,utilities,-723.64,-158.17,0,1,723.64,1,4.5751,3,11,1002.7,6186.8,0,3,12,0,1
S296,Priya Sharma,7052,Capital One,2024-01-01,2024-01-31,6680.67,7013.45,4210.76,3877.98,TX1959,2024-01-16,coffee transaction,Starbucks,coffee,-677.16,7800.81,0,1,677.16,1,0.0868,3,4,5586.36,7967.0,1,1,16,0,1
S170,Emily Davis,2344,Citi,2024-01-01,2024-01-31,2655.64,4331.08,6170.16,4494.72,TX1960,2024-01-28,utilities transaction,Electric Co,utilities,-36.87,4685.44,0,1,36.87,0,0.0079,0,0,5437.02,4333.81,0,6,28,1,1
S205,Alice Johnson,2305,Bank of America,2024-01-01,2024-01-31,742.66,-1207.26,2493.29,4443.21,TX1961,2024-01-25,internet transaction,Comcast,internet,-233.45,-408.64,0,1,233.45,0,0.5713,3,4,3199.01,4240.58,0,5,25,1,1
S167,Emily Davis,5997,Chase,2024-01-01,2024-01-31,6085.89,6363.49,6038.91,5761.31,TX1962,2024-01-23,groceries transaction,Grocery Mart,groceries,-789.29,6242.41,0,1,789.29,1,0.1264,2,3,5920.11,4155.73,0,4,23,0,0
S220,Mark Rivera,7862,Bank of America,2024-01-01,2024-01-31,2597.47,2818.59,1181.02,959.9,TX1963,2024-01-10,shopping transaction,Target,shopping,-551.88,2602.82,0,1,551.88,0,0.212,4,11,4684.2,7541.36,0,1,10,0,0
S215,Priya Sharma,7973,Capital One,2024-01-01,2024-01-31,6974.01,2152.0,1025.07,5847.08,TX1964,2024-01-15,shopping transaction,Amazon,shopping,-410.23,1475.19,0,1,410.23,0,0.2781,1,5,4459.48,6797.09,0,4,15,0,1
S116,John Carter,6250,Capital One,2024-01-01,2024-01-31,5766.01,13075.33,7772.93,463.61,TX1965,2024-01-12,coffee transaction,Starbucks,coffee,-751.54,13000.38,0,1,751.54,1,0.0578,2,4,7089.93,7417.72,0,2,12,0,1
S194,Vikram Rao,3206,Bank of America,2024-01-01,2024-01-31,2079.73,2725.65,4570.11,3924.19,TX1966,2024-01-24,atm transaction,ATM,atm,128.39,3388.51,1,0,128.39,0,0.0379,0,6,5929.87,4342.14,1,0,24,0,1
S225,Emily Davis,6479,Chase,2024-01-01,2024-01-31,7945.66,8647.3,4059.73,3358.09,TX1967,2024-01-27,shopping transaction,Amazon,shopping,-272.97,9114.38,0,1,272.97,0,0.0299,3,5,7398.83,5123.8,0,0,27,0,0
S238,John Carter,3556,Capital One,2024-01-01,2024-01-31,3553.96,6156.46,5769.91,3167.41,TX1968,2024-01-14,atm transaction,ATM,atm,-190.4,6852.77,0,1,190.4,0,0.0278,3,3,2209.19,6724.73,1,3,14,0,1
S272,John Carter,7553,Bank of America,2024-01-01,2024-01-31,2696.35,460.05,831.57,3067.87,TX1969,2024-01-23,groceries transaction,Grocery Mart,groceries,-538.44,508.53,0,1,538.44,0,1.0588,2,4,4929.89,4861.27,1,2,23,0,1
S211,Alice Johnson,2034,Citi,2024-01-01,2024-01-31,1668.47,570.38,3509.98,4608.07,TX1970,2024-01-10,salary transaction,Employer,salary,2559.19,1216.43,1,0,2559.19,1,2.1039,4,8,3236.6,771.89,0,0,10,0,1
S273,Sarah Lee,8666,Capital One,2024-01-01,2024-01-31,4918.39,5249.87,7253.18,6921.7,TX1971,2024-01-15,coffee transaction,Starbucks,coffee,-572.21,5173.95,0,1,572.21,0,0.1106,1,1,6638.02,5717.53,1,1,15,0,1
S133,John Carter,8932,Bank of America,2024-01-01,2024-01-31,4355.1,7291.53,6951.52,4015.09,TX1972,2024-01-12,groceries transaction,Grocery Mart,groceries,-728.02,7061.71,0,1,728.02,1,0.1031,1,1,5599.89,1537.7,0,3,12,0,1
S268,Vikram Rao,9881,Capital One,2024-01-01,2024-01-31,4964.59,4561.94,1424.13,1826.78,TX1973,2024-01-28,internet transaction,Comcast,internet,-160.7,4005.01,0,1,160.7,0,0.0401,1,1,5283.91,7561.76,1,4,28,0,1
S294,John Carter,1078,Wells Fargo,2024-01-01,2024-01-31,7527.1,11440.26,5052.91,1139.75,TX1974,2024-01-24,shopping transaction,Amazon,shopping,-726.49,12028.1,0,1,726.49,1,0.0604,3,5,5693.56,1013.96,0,5,24,1,1
S264,Vikram Rao,7827,Capital One,2024-01-01,2024-01-31,2153.71,4093.23,5752.6,3813.08,TX1975,2024-01-13,shopping transaction,Target,shopping,-761.07,4334.53,0,1,761.07,1,0.1756,0,1,2297.84,4627.69,1,4,13,0,1
S190,Priya Sharma,5063,Bank of America,2024-01-01,2024-01-31,6242.38,3453.5,1098.13,3887.01,TX1976,2024-01-25,shopping transaction,Amazon,shopping,-517.7,4096.29,0,1,517.7,0,0.1264,1,5,1914.69,7127.77,1,3,25,0,1
S105,Emily Davis,3081,Capital One,2024-01-01,2024-01-31,6688.57,7081.63,6676.59,6283.53,TX1977,2024-01-03,atm transaction,ATM,atm,-93.59,6988.82,0,1,93.59,0,0.0134,3,8,1099.43,2621.19,0,4,3,0,0
S200,Priya Sharma,6000,Citi,2024-01-01,2024-01-31,2242.05,2563.45,4372.65,4051.25,TX1978,2024-01-11,shopping transaction,Target,shopping,-188.06,2576.42,0,1,188.06,0,0.073,0,0,7551.73,686.87,0,3,11,0,1
S141,Sarah Lee,5117,Chase,2024-01-01,2024-01-31,4159.7,6848.52,5366.72,2677.9,TX1979,2024-01-10,coffee transaction,Starbucks,coffee,159.59,6367.76,1,0,159.59,0,0.0251,4,4,6060.87,6151.64,0,2,10,0,0
S124,Alice Johnson,5007,Bank of America,2024-01-01,2024-01-31,4479.5,3891.57,983.64,1571.57,TX1980,2024-01-26,atm transaction,ATM,atm,-478.71,3629.31,0,1,478.71,0,0.1319,1,6,1643.7,6058.54,0,3,26,0,1
S189,Priya Sharma,1651,Wells Fargo,2024-01-01,2024-01-31,2690.29,2533.64,814.58,971.23,TX1981,2024-01-07,shopping transaction,Target,shopping,35.99,3198.94,1,0,35.99,0,0.0113,1,5,2566.57,4333.41,1,3,7,0,1
S155,Alice Johnson,9386,Bank of America,2024-01-01,2024-01-31,1518.27,-1516.92,1851.58,4886.77,TX1982,2024-01-18,coffee transaction,Starbucks,coffee,-435.75,-1834.56,0,1,435.75,0,0.2375,0,2,4443.01,3306.97,1,3,18,0,0
S170,John Carter,1085,Chase,2024-01-01,2024-01-31,6551.45,8100.99,5905.91,4356.37,TX1983,2024-01-05,internet transaction,Comcast,internet,-734.31,8713.74,0,1,734.31,1,0.0843,4,5,2378.38,5943.25,1,6,5,1,0
S233,Sarah Lee,7582,Capital One,2024-01-01,2024-01-31,7889.71,9521.22,5488.62,3857.11,TX1984,2024-01-19,groceries transaction,Grocery Mart,groceries,-478.09,8864.21,0,1,478.09,0,0.0539,2,2,791.95,1150.64,1,1,19,0,0
S118,Vikram Rao,8420,Chase,2024-01-01,2024-01-31,1093.38,-3796.86,1584.89,6475.13,TX1985,2024-01-14,coffee transaction,Starbucks,coffee,285.16,-3502.44,1,0,285.16,0,0.0814,0,0,2962.58,4513.65,0,5,14,1,1
S150,Emily Davis,2546,Bank of America,2024-01-01,2024-01-31,1183.73,-3648.52,1610.38,6442.63,TX1986,2024-01-13,atm transaction,ATM,atm,-335.73,-3653.34,0,1,335.73,0,0.0919,1,6,556.58,3752.6,1,0,13,0,1
S296,Mark Rivera,4291,Citi,2024-01-01,2024-01-31,4710.18,9177.52,7974.18,3506.84,TX1987,2024-01-07,groceries transaction,Grocery Mart,groceries,-226.55,9447.36,0,1,226.55,0,0.024,1,9,3860.44,7018.04,0,5,7,1,0
S144,Mark Rivera,2877,Citi,2024-01-01,2024-01-31,6718.35,7002.68,1466.54,1182.21,TX1988,2024-01-14,internet transaction,Comcast,internet,-430.81,6295.05,0,1,430.81,0,0.0684,4,8,6192.52,5803.21,0,1,14,0,1
S235,John Carter,5634,Citi,2024-01-01,2024-01-31,6284.14,7419.93,3385.31,2249.52,TX1989,2024-01-23,salary transaction,Employer,salary,3376.01,6662.73,1,0,3376.01,1,0.5067,3,3,7081.73,704.16,0,2,23,0,1
S275,Alice Johnson,5902,Chase,2024-01-01,2024-01-31,2034.19,4631.56,4077.71,1480.34,TX1990,2024-01-11,gas transaction,Shell,gas,-100.59,5332.6,0,1,100.59,0,0.0189,4,4,5485.24,606.36,1,0,11,0,1
S256,Mark Rivera,2129,Bank of America,2024-01-01,2024-01-31,2233.58,3068.6,6205.41,5370.39,TX1991,2024-01-17,salary transaction,Employer,salary,1508.17,3261.9,1,0,1508.17,1,0.4624,4,11,1597.65,5281.0,1,6,17,1,0
S124,Emily Davis,2031,Wells Fargo,2024-01-01,2024-01-31,7751.52,8020.49,6742.23,6473.26,TX1992,2024-01-22,internet transaction,Comcast,internet,-784.66,8637.74,0,1,784.66,1,0.0908,4,4,3634.66,4578.47,0,6,22,1,1
S246,John Carter,9601,Chase,2024-01-01,2024-01-31,5541.66,9036.63,7302.67,3807.7,TX1993,2024-01-03,salary transaction,Employer,salary,2741.05,9820.05,1,0,2741.05,1,0.2791,2,2,4160.57,1356.1,0,5,3,1,1
S177,Vikram Rao,6990,Bank of America,2024-01-01,2024-01-31,1284.23,-897.05,1897.98,4079.26,TX1994,2024-01-14,salary transaction,Employer,salary,1582.71,-1171.63,1,0,1582.71,1,1.3509,2,4,1142.42,7616.27,0,0,14,0,1
S111,Vikram Rao,7882,Citi,2024-01-01,2024-01-31,3258.59,5753.82,7521.56,5026.33,TX1995,2024-01-27,utilities transaction,Electric Co,utilities,-671.76,5397.46,0,1,671.76,1,0.1245,3,3,6373.42,1238.5,0,5,27,1,0
S285,Sarah Lee,4875,Citi,2024-01-01,2024-01-31,2731.28,5050.65,3023.05,703.68,TX1996,2024-01-26,groceries transaction,Grocery Mart,groceries,-176.38,5281.1,0,1,176.38,0,0.0334,4,9,7785.91,2158.36,1,3,26,0,1
S239,John Carter,5925,Citi,2024-01-01,2024-01-31,7401.34,3774.44,595.73,4222.63,TX1997,2024-01-17,shopping transaction,Amazon,shopping,-203.11,4404.26,0,1,203.11,0,0.0461,4,8,7422.73,868.86,1,0,17,0,1
S211,Priya Sharma,9942,Chase,2024-01-01,2024-01-31,4805.88,535.57,1024.12,5294.43,TX1998,2024-01-04,shopping transaction,Amazon,shopping,-335.3,263.63,0,1,335.3,0,1.2719,2,2,4178.08,2192.29,1,4,4,0,1
S280,Emily Davis,6477,Capital One,2024-01-01,2024-01-31,619.69,-1066.25,3982.32,5668.26,TX1999,2024-01-27,gas transaction,Shell,gas,-783.19,-1153.95,0,1,783.19,1,0.6787,4,5,5590.26,2661.29,0,0,27,0,0
S183,Alice Johnson,7235,Citi,2024-01-01,2024-01-31,3443.03,1741.99,4556.51,6257.55,TX2000,2024-01-27,salary transaction,Employer,salary,1544.01,1223.3,1,0,1544.01,1,1.2622,0,2,4841.6,4769.55,1,2,27,0,0
S219,Mark Rivera,5728,Capital One,2024-01-01,2024-01-31,3291.03,6441.49,5912.63,2762.17,TX2001,2024-01-24,utilities transaction,Electric Co,utilities,128.0,6268.39,1,0,128.0,0,0.0204,1,1,1263.73,2752.05,0,2,24,0,1
S159,Mark Rivera,6826,Capital One,2024-01-01,2024-01-31,3494.12,4985.62,6393.47,4901.97,TX2002,2024-01-02,gas transaction,Shell,gas,253.01,5267.66,1,0,253.01,0,0.048,1,1,6490.97,6027.53,1,6,2,1,1
S294,Emily Davis,3186,Capital One,2024-01-01,2024-01-31,4539.69,4928.26,3052.96,2664.39,TX2003,2024-01-04,salary transaction,Employer,salary,3100.76,4923.01,1,0,3100.76,1,0.6299,2,3,2206.39,7492.62,1,2,4,0,1
S202,Sarah Lee,6861,Citi,2024-01-01,2024-01-31,6962.31,4290.2,1022.38,3694.49,TX2004,2024-01-15,gas transaction,Shell,gas,262.54,4277.76,1,0,262.54,0,0.0614,2,9,7511.97,7701.97,0,0,15,0,1
S106,Priya Sharma,7901,Wells Fargo,2024-01-01,2024-01-31,1679.44,3747.41,3260.83,1192.86,TX2005,2024-01-10,internet transaction,Comcast,internet,-65.5,3186.45,0,1,65.5,0,0.0206,0,3,7300.3,2433.76,1,5,10,1,1
S201,Mark Rivera,4876,Capital One,2024-01-01,2024-01-31,6376.82,10500.31,5574.76,1451.27,TX2006,2024-01-02,groceries transaction,Grocery Mart,groceries,-131.81,11156.2,0,1,131.81,0,0.0118,1,2,1113.4,5662.97,1,4,2,0,1
S172,Priya Sharma,8928,Bank of America,2024-01-01,2024-01-31,800.15,712.19,2259.93,2347.89,TX2007,2024-01-16,internet transaction,Comcast,internet,5.42,1423.88,1,0,5.42,0,0.0038,1,5,3581.47,6237.01,1,1,16,0,1
S206,Mark Rivera,5099,Bank of America,2024-01-01,2024-01-31,6106.4,4546.97,3645.08,5204.51,TX2008,2024-01-16,coffee transaction,Starbucks,coffee,32.73,4035.11,1,0,32.73,0,0.0081,2,3,1102.34,2499.84,0,3,16,0,1
S251,Vikram Rao,1800,Citi,2024-01-01,2024-01-31,1467.1,3822.65,3053.24,697.69,TX2009,2024-01-12,atm transaction,ATM,atm,280.96,3576.09,1,0,280.96,0,0.0786,3,4,3621.98,3305.25,0,5,12,1,1
S284,Emily Davis,5110,Bank of America,2024-01-01,2024-01-31,1818.85,4572.88,5114.54,2360.51,TX2010,2024-01-02,shopping transaction,Amazon,shopping,-210.21,3901.75,0,1,210.21,0,0.0539,4,5,4165.86,3641.35,1,3,2,0,1
S209,Emily Davis,7716,Wells Fargo,2024-01-01,2024-01-31,4365.5,2310.28,1508.41,3563.63,TX2011,2024-01-06,coffee transaction,Starbucks,coffee,153.6,2524.89,1,0,153.6,0,0.0608,4,5,3791.22,524.27,1,5,6,1,1
S145,Sarah Lee,2306,Bank of America,2024-01-01,2024-01-31,6743.36,7575.94,4337.76,3505.18,TX2012,2024-01-12,gas transaction,Shell,gas,-84.62,7332.36,0,1,84.62,0,0.0115,1,1,2082.59,7285.74,1,6,12,1,1
S278,Vikram Rao,7270,Chase,2024-01-01,2024-01-31,6867.19,6823.78,5250.24,5293.65,TX2013,2024-01-28,groceries transaction,Grocery Mart,groceries,-300.87,7064.5,0,1,300.87,0,0.0426,0,4,4406.32,7959.63,0,6,28,1,1
S272,Emily Davis,9849,Chase,2024-01-01,2024-01-31,5816.1,8140.98,3424.91,1100.03,TX2014,2024-01-03,utilities transaction,Electric Co,utilities,-313.86,8757.45,0,1,313.86,0,0.0358,3,8,2566.07,2022.67,1,1,3,0,1
S175,Alice Johnson,9742,Citi,2024-01-01,2024-01-31,4185.44,7918.11,5182.91,1450.24,TX2015,2024-01-28,utilities transaction,Electric Co,utilities,122.18,8545.83,1,0,122.18,0,0.0143,2,8,4931.14,3716.86,0,3,28,0,0
S178,Sarah Lee,9446,Chase,2024-01-01,2024-01-31,1608.0,5367.6,7383.98,3624.38,TX2016,2024-01-08,shopping transaction,Target,shopping,-27.22,4894.83,0,1,27.22,0,0.0056,3,4,4596.59,2978.85,0,6,8,1,1
S253,Sarah Lee,2218,Bank of America,2024-01-01,2024-01-31,3834.97,7311.76,6219.05,2742.26,TX2017,2024-01-10,atm transaction,ATM,atm,202.56,7962.78,1,0,202.56,0,0.0254,1,4,1145.34,7031.66,1,4,10,0,0
S199,Sarah Lee,1988,Wells Fargo,2024-01-01,2024-01-31,3262.74,1118.87,2492.44,4636.31,TX2018,2024-01-27,internet transaction,Comcast,internet,183.66,1530.61,1,0,183.66,0,0.12,4,8,3249.28,1826.26,0,1,27,0,1
S179,Vikram Rao,5521,Capital One,2024-01-01,2024-01-31,2378.48,1048.91,2209.22,3538.79,TX2019,2024-01-18,groceries transaction,Grocery Mart,groceries,-619.38,623.35,0,1,619.38,1,0.9936,1,2,680.77,3605.14,0,0,18,0,1
S286,John Carter,6417,Chase,2024-01-01,2024-01-31,5481.66,5058.79,630.44,1053.31,TX2020,2024-01-26,internet transaction,Comcast,internet,-102.76,4970.8,0,1,102.76,0,0.0207,0,4,3549.95,780.01,1,5,26,1,1
S216,Alice Johnson,3993,Citi,2024-01-01,2024-01-31,2214.1,3458.56,6006.11,4761.65,TX2021,2024-01-17,utilities transaction,Electric Co,utilities,217.35,4092.11,1,0,217.35,0,0.0531,0,2,1877.01,5561.28,0,3,17,0,0
S259,Sarah Lee,6959,Bank of America,2024-01-01,2024-01-31,6671.2,7184.2,5971.36,5458.36,TX2022,2024-01-06,shopping transaction,Target,shopping,172.35,6519.32,1,0,172.35,0,0.0264,4,7,7434.73,1506.03,0,6,6,1,1
S183,Alice Johnson,2923,Chase,2024-01-01,2024-01-31,5637.38,5992.41,1142.94,787.91,TX2023,2024-01-10,shopping transaction,Amazon,shopping,-395.52,5561.99,0,1,395.52,0,0.0711,3,3,5926.32,6581.83,1,1,10,0,1
S105,Emily Davis,9471,Citi,2024-01-01,2024-01-31,4555.43,9936.41,7780.49,2399.51,TX2024,2024-01-16,shopping transaction,Amazon,shopping,265.28,10320.39,1,0,265.28,0,0.0257,4,4,3910.36,2664.98,0,1,16,0,1
S270,Emily Davis,2881,Capital One,2024-01-01,2024-01-31,2990.56,2539.56,700.56,1151.56,TX2025,2024-01-02,atm transaction,ATM,atm,-712.58,2310.84,0,1,712.58,1,0.3084,2,5,1173.22,2116.97,1,2,2,0,1
S155,Alice Johnson,4522,Wells Fargo,2024-01-01,2024-01-31,7511.19,12829.56,6974.27,1655.9,TX2026,2024-01-12,groceries transaction,Grocery Mart,groceries,-537.99,13035.0,0,1,537.99,0,0.0413,1,3,7574.38,7808.91,0,1,12,0,0
S185,Mark Rivera,5828,Bank of America,2024-01-01,2024-01-31,7944.64,6912.31,5790.74,6823.07,TX2027,2024-01-28,salary transaction,Employer,salary,2002.22,6503.61,1,0,2002.22,1,0.3079,1,2,3839.87,2793.89,1,3,28,0,1
S172,Priya Sharma,7969,Citi,2024-01-01,2024-01-31,2226.48,1608.23,5436.91,6055.16,TX2028,2024-01-13,coffee transaction,Starbucks,coffee,-623.14,1910.73,0,1,623.14,1,0.3261,2,5,6973.24,2671.31,1,2,13,0,1
S129,Sarah Lee,5065,Bank of America,2024-01-01,2024-01-31,1155.66,2359.09,2315.51,1112.08,TX2029,2024-01-15,shopping transaction,Target,shopping,-49.69,3076.56,0,1,49.69,0,0.0162,1,1,6945.13,5713.64,1,1,15,0,1
S189,John Carter,9016,Chase,2024-01-01,2024-01-31,5957.05,10318.57,7156.27,2794.75,TX2030,2024-01-27,atm transaction,ATM,atm,-521.44,10050.22,0,1,521.44,0,0.0519,2,3,5996.61,3799.04,1,3,27,0,1
S165,Sarah Lee,5733,Chase,2024-01-01,2024-01-31,4562.28,9045.6,5668.0,1184.68,TX2031,2024-01-25,internet transaction,Comcast,internet,263.09,8314.5,1,0,263.09,0,0.0316,1,8,1229.67,711.04,0,4,25,0,1
S183,Sarah Lee,2169,Wells Fargo,2024-01-01,2024-01-31,1726.69,4895.93,7311.09,4141.85,TX2032,2024-01-08,shopping transaction,Target,shopping,-345.44,4504.13,0,1,345.44,0,0.0767,0,2,5987.92,3085.65,1,2,8,0,1
S285,Priya Sharma,3809,Chase,2024-01-01,2024-01-31,4931.85,1230.34,521.94,4223.45,TX2033,2024-01-21,internet transaction,Comcast,internet,-575.35,951.76,0,1,575.35,0,0.6045,2,7,825.22,7871.94,1,0,21,0,1
S287,Sarah Lee,2275,Chase,2024-01-01,2024-01-31,6736.9,8879.65,5689.51,3546.76,TX2034,2024-01-28,gas transaction,Shell,gas,216.11,8536.84,1,0,216.11,0,0.0253,2,4,5957.84,4485.08,0,6,28,1,1
S135,Sarah Lee,4869,Citi,2024-01-01,2024-01-31,4548.36,1331.6,2465.44,5682.2,TX2035,2024-01-19,salary transaction,Employer,salary,3517.44,1444.95,1,0,3517.44,1,2.4343,4,9,940.8,7328.23,1,3,19,0,1
S174,Priya Sharma,2464,Capital One,2024-01-01,2024-01-31,1048.24,4532.3,7539.9,4055.84,TX2036,2024-01-15,gas transaction,Shell,gas,212.92,3911.99,1,0,212.92,0,0.0544,3,5,1690.46,3393.96,1,4,15,0,0
S137,Priya Sharma,2986,Bank of America,2024-01-01,2024-01-31,4838.08,9982.13,7664.82,2520.77,TX2037,2024-01-02,coffee transaction,Starbucks,coffee,-98.93,10612.78,0,1,98.93,0,0.0093,3,6,3088.1,3440.81,0,3,2,0,1
S281,Alice Johnson,8392,Chase,2024-01-01,2024-01-31,2277.77,3699.61,4617.05,3195.21,TX2038,2024-01-24,shopping transaction,Target,shopping,123.3,4284.78,1,0,123.3,0,0.0288,4,4,4361.96,2907.07,1,6,24,1,1
S284,Priya Sharma,4571,Citi,2024-01-01,2024-01-31,4310.15,1768.2,3225.2,5767.15,TX2039,2024-01-08,groceries transaction,Grocery Mart,groceries,128.72,2108.47,1,0,128.72,0,0.061,3,3,4535.23,4204.32,1,3,8,0,1
S217,Priya Sharma,5543,Wells Fargo,2024-01-01,2024-01-31,1258.51,3032.15,3938.9,2165.26,TX2040,2024-01-11,internet transaction,Comcast,internet,-94.07,3555.35,0,1,94.07,0,0.0265,0,4,2273.43,7562.81,1,3,11,0,1
S103,Emily Davis,1052,Citi,2024-01-01,2024-01-31,7721.76,8977.88,7750.44,6494.32,TX2041,2024-01-25,salary transaction,Employer,salary,2880.44,8429.07,1,0,2880.44,1,0.3417,4,5,5585.05,5965.62,0,1,25,0,1
S189,Emily Davis,3559,Citi,2024-01-01,2024-01-31,5798.69,11089.46,6855.01,1564.24,TX2042,2024-01-09,atm transaction,ATM,atm,-766.48,11289.42,0,1,766.48,1,0.0679,4,10,7855.71,4146.79,0,3,9,0,1
S106,Sarah Lee,6629,Bank of America,2024-01-01,2024-01-31,3969.47,5934.37,5248.34,3283.44,TX2043,2024-01-03,atm transaction,ATM,atm,281.93,5664.12,1,0,281.93,0,0.0498,3,5,1580.51,4394.18,0,2,3,0,0
S176,Alice Johnson,3286,Capital One,2024-01-01,2024-01-31,1262.52,2101.22,2119.47,1280.77,TX2044,2024-01-25,coffee transaction,Starbucks,coffee,-670.02,2226.55,0,1,670.02,1,0.3009,0,0,6397.81,5962.05,1,4,25,0,1
S253,Alice Johnson,8380,Chase,2024-01-01,2024-01-31,6529.82,7881.63,3478.46,2126.65,TX2045,2024-01-23,utilities transaction,Electric Co,utilities,108.27,7858.58,1,0,108.27,0,0.0138,2,7,3013.3,3802.37,0,0,23,0,1
S297,Priya Sharma,7344,Citi,2024-01-01,2024-01-31,1463.95,2497.71,5746.59,4712.83,TX2046,2024-01-04,utilities transaction,Electric Co,utilities,66.98,3284.43,1,0,66.98,0,0.0204,0,4,5332.28,1441.2,1,0,4,0,1
S291,Alice Johnson,8102,Capital One,2024-01-01,2024-01-31,7828.36,5577.65,1623.84,3874.55,TX2047,2024-01-18,internet transaction,Comcast,internet,-766.35,6366.66,0,1,766.35,1,0.1204,3,6,3924.75,6325.02,1,5,18,1,1
S123,Emily Davis,2903,Citi,2024-01-01,2024-01-31,7480.12,8179.92,3171.09,2471.29,TX2048,2024-01-22,shopping transaction,Amazon,shopping,-735.35,7534.95,0,1,735.35,1,0.0976,0,0,3987.66,660.42,1,2,22,0,1
S265,Vikram Rao,1275,Capital One,2024-01-01,2024-01-31,7915.38,6812.52,4122.84,5225.7,TX2049,2024-01-25,utilities transaction,Electric Co,utilities,-398.19,6835.03,0,1,398.19,0,0.0583,1,3,5446.87,2627.02,1,1,25,0,0
S158,Vikram Rao,8183,Wells Fargo,2024-01-01,2024-01-31,4492.39,-210.53,1551.35,6254.27,TX2050,2024-01-02,atm transaction,ATM,atm,-0.48,313.14,0,1,0.48,0,0.0015,1,3,2676.5,2971.06,0,2,2,0,0
S108,Emily Davis,9973,Wells Fargo,2024-01-01,2024-01-31,6585.25,6019.04,5034.48,5600.69,TX2051,2024-01-28,atm transaction,ATM,atm,-228.38,6410.62,0,1,228.38,0,0.0356,1,2,1689.24,1698.72,1,0,28,0,0
S132,Alice Johnson,8445,Chase,2024-01-01,2024-01-31,932.59,1620.9,2838.59,2150.28,TX2052,2024-01-12,groceries transaction,Grocery Mart,groceries,107.45,2163.37,1,0,107.45,0,0.0497,3,3,7544.07,6344.56,1,4,12,0,1
S235,John Carter,3812,Capital One,2024-01-01,2024-01-31,2354.65,3998.84,2530.93,886.74,TX2053,2024-01-10,utilities transaction,Electric Co,utilities,-203.41,3773.99,0,1,203.41,0,0.0539,2,4,6145.43,4120.42,1,0,10,0,1
S184,Emily Davis,3646,Bank of America,2024-01-01,2024-01-31,3853.66,2744.36,2813.17,3922.47,TX2054,2024-01-21,salary transaction,Employer,salary,2137.01,3414.42,1,0,2137.01,1,0.6259,1,2,833.53,6549.23,1,1,21,0,0
S298,Priya Sharma,8525,Citi,2024-01-01,2024-01-31,3600.47,6721.33,5342.08,2221.22,TX2055,2024-01-26,utilities transaction,Electric Co,utilities,-224.92,5970.31,0,1,224.92,0,0.0377,2,4,3217.45,3721.8,1,4,26,0,0
S162,John Carter,7364,Capital One,2024-01-01,2024-01-31,1781.32,-3436.3,607.18,5824.8,TX2056,2024-01-24,utilities transaction,Electric Co,utilities,-24.23,-4020.71,0,1,24.23,0,0.006,4,6,5089.98,6745.19,1,1,24,0,1
S239,Alice Johnson,3116,Chase,2024-01-01,2024-01-31,7343.99,7933.28,6451.71,5862.42,TX2057,2024-01-24,salary transaction,Employer,salary,3391.22,7703.76,1,0,3391.22,1,0.4402,2,3,6536.15,832.52,0,6,24,1,0
S238,Mark Rivera,7802,Citi,2024-01-01,2024-01-31,2754.55,2780.51,2003.07,1977.11,TX2058,2024-01-24,shopping transaction,Target,shopping,-86.76,2379.21,0,1,86.76,0,0.0365,1,3,6792.52,6971.39,1,2,24,0,1
S101,Sarah Lee,5142,Wells Fargo,2024-01-01,2024-01-31,5906.17,6193.26,4513.24,4226.15,TX2059,2024-01-23,utilities transaction,Electric Co,utilities,193.59,6005.36,1,0,193.59,0,0.0322,2,9,4495.21,3814.12,1,3,23,0,0
S247,Emily Davis,7761,Wells Fargo,2024-01-01,2024-01-31,7925.13,12318.52,7562.01,3168.62,TX2060,2024-01-19,salary transaction,Employer,salary,3132.37,11902.59,1,0,3132.37,1,0.2632,0,0,4242.48,6248.91,0,6,19,1,0
S162,Alice Johnson,8218,Chase,2024-01-01,2024-01-31,4613.38,2945.22,3421.08,5089.24,TX2061,2024-01-19,shopping transaction,Target,shopping,-438.67,3172.67,0,1,438.67,0,0.1383,4,7,1028.97,5068.71,1,3,19,0,0
S269,Emily Davis,7700,Chase,2024-01-01,2024-01-31,7459.33,8719.19,5650.79,4390.93,TX2062,2024-01-13,groceries transaction,Grocery Mart,groceries,-84.57,9331.75,0,1,84.57,0,0.0091,4,4,825.94,2544.13,1,4,13,0,0
S285,Sarah Lee,6474,Capital One,2024-01-01,2024-01-31,3996.54,2970.69,5902.46,6928.31,TX2063,2024-01-24,shopping transaction,Amazon,shopping,-405.74,3206.07,0,1,405.74,0,0.1266,4,5,5473.16,6210.14,0,2,24,0,1
S229,Vikram Rao,8797,Citi,2024-01-01,2024-01-31,1045.18,4608.18,4690.13,1127.13,TX2064,2024-01-26,coffee transaction,Starbucks,coffee,-359.78,4871.15,0,1,359.78,0,0.0739,2,6,6860.33,7913.5,0,4,26,0,1
